人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
000082,"岡本 綺堂",001019,"半七捕物帳 54 唐人飴",新字新仮名,"","tatsuki","小林繁雄",公開,1999-04-24,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000981,"半七捕物帳 55 かむろ蛇",新字新仮名,"","tatsuki","小林繁雄",公開,1999-04-25,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000977,"半七捕物帳 56 河豚太鼓",新字新仮名,"","tatsuki","小林繁雄",公開,1999-05-11,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",001027,"半七捕物帳 57 幽霊の観世物",新字新仮名,"","tatsuki","小林繁雄",公開,1999-05-06,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000987,"半七捕物帳 58 菊人形の昔",新字新仮名,"","tatsuki","小林繁雄",公開,1999-05-22,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000982,"半七捕物帳 59 蟹のお角",新字新仮名,"","tatsuki","小林繁雄",公開,1999-05-30,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000475,"半七捕物帳 60 青山の仇討",新字新仮名,"","tatsuki","大野晋",公開,1999-04-26,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000989,"半七捕物帳 61 吉良の脇指",新字新仮名,"","tatsuki","大野晋",公開,1999-04-27,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000972,"半七捕物帳 62 歩兵の髪切り",新字新仮名,"","tatsuki","小林繁雄",公開,1999-06-05,"時代推理小説　半七捕物帳（五）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000985,"半七捕物帳 63 川越次郎兵衛",新字新仮名,"","tatsuki","菅野朋子",公開,2000-01-12,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",000994,"半七捕物帳 64 廻り灯籠",新字新仮名,"","tatsuki","おのしげひこ",公開,1999-11-19,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","","1997（平成9）年3月20日第7刷"
000082,"岡本 綺堂",001025,"半七捕物帳 65 夜叉神堂",新字新仮名,"","tatsuki","小林繁雄",公開,1999-04-30,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","",""
000082,"岡本 綺堂",001296,"半七捕物帳 66 地蔵は踊る",新字新仮名,"","tatsuki","瀬戸さえ子",公開,2001-03-30,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","","1997（平成9）年3月20日第7刷"
000082,"岡本 綺堂",001022,"半七捕物帳 67 薄雲の碁盤",新字新仮名,"","tatsuki","山本奈津恵",公開,2000-02-03,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","","1997（平成9）年3月20日第7刷"
000082,"岡本 綺堂",001294,"半七捕物帳 68 二人女房",新字新仮名,"","A.Morimine","松永正敏",公開,2001-02-13,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","1997（平成9）年3月25日8刷",""
000082,"岡本 綺堂",000964,"半七捕物帳 69 白蝶怪",新字新仮名,"","tatsuki","おのしげひこ",公開,2000-02-10,"時代推理小説　半七捕物帳（六）","光文社時代小説文庫、光文社","","1997（平成9）年3月20日第7刷"
000082,"岡本 綺堂",049532,"半七捕物帳の思い出",新字新仮名,"","川山隆","noriko saito",公開,2008-12-18,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",045617,"番町皿屋敷",新字新仮名,"","Hiroshi_O","門田裕志",公開,2012-07-18,"怪奇・伝奇時代小説選集13　四谷怪談　他８編","春陽文庫、春陽堂書店","2000（平成12）年10月20日第1刷","2000（平成12）年10月20日第1刷"
000082,"岡本 綺堂",001309,"番町皿屋敷",新字旧仮名,"","和井府清十郎","小林繁雄",公開,2001-04-20,"現代日本文學全集　56　小杉天外　小栗風葉　岡本綺堂　眞山青果集","筑摩書房","","1957（昭和32）年6月10日初版"
000082,"岡本 綺堂",049682,"飛騨の怪談",新字新仮名,"","川山隆","江村秀之",公開,2013-09-16,"飛騨の怪談　新編　綺堂怪奇名作選","メディアファクトリー","2008（平成20）年3月5日初版第1刷","2008（平成20）年3月5日初版第1刷"
000082,"岡本 綺堂",049531,"火に追われて",新字新仮名,"","川山隆","noriko saito",公開,2008-12-29,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",043577,"百物語",新字新仮名,"","網迫、土屋隆","小林繁雄、門田裕志",公開,2005-08-18,"異妖の怪談集　岡本綺堂伝奇小説集　其ノ二","原書房","1999（平成11）年7月2日第1刷","1999（平成11）年7月2日第1刷"
000082,"岡本 綺堂",045491,"深見夫人の死",新字新仮名,"","小林繁雄、門田裕志","松永正敏",公開,2006-12-06,"鷲","光文社文庫、光文社","1990（平成2）年8月20日初版1刷","1990（平成2）年8月20日初版1刷"
000082,"岡本 綺堂",049530,"風呂を買うまで",新字新仮名,"","川山隆","noriko saito",公開,2008-12-22,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",048021,"平家蟹",新字新仮名,"","川山隆","門田裕志",公開,2009-01-15,"伝奇ノ匣2　岡本綺堂妖術伝奇集","学研Ｍ文庫、学習研究社","2002（平成14）年3月29日初版","2002（平成14）年3月29日初版"
000082,"岡本 綺堂",049563,"米国の松王劇",新字新仮名,"","川山隆","noriko saito",公開,2008-12-26,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",045511,"平造とお鶴",新字新仮名,"","小林繁雄、門田裕志","花田泰治郎",公開,2006-06-25,"蜘蛛の夢","光文社文庫、光文社","1990（平成2）年4月20日初版1刷","1990（平成2）年4月20日初版1刷"
000082,"岡本 綺堂",049529,"亡びゆく花",新字新仮名,"","川山隆","noriko saito",公開,2008-12-22,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",045495,"マレー俳優の死",新字新仮名,"","小林繁雄、門田裕志","松永正敏",公開,2006-12-06,"鷲","光文社文庫、光文社","1990（平成2）年8月20日初版1刷","1990（平成2）年8月20日初版1刷"
000082,"岡本 綺堂",001304,"三浦老人昔話",新字新仮名,"","林田清明","小林繁雄、門田裕志",公開,2005-08-11,"大衆文学大系7　岡本綺堂　菊池寛　久米正雄　集","講談社","1971（昭和46）年10月20日第1刷","1971（昭和46）年10月20日第1刷"
000082,"岡本 綺堂",049528,"三崎町の原",新字新仮名,"","川山隆","noriko saito",公開,2008-12-22,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",000477,"箕輪心中",新字新仮名,"","tatsuki","かとうかおり",公開,2000-06-15,"江戸情話集","光文社時代小説文庫、光文社","1993（平成5）年12月20日初版1刷",""
000082,"岡本 綺堂",049527,"箕輪の心中",旧字旧仮名,"","川山隆","門田裕志",公開,2011-05-20,"修禅寺物語　正雪の二代目　他四篇","岩波文庫、岩波書店","2008（平成20）年2月21日第7刷","2008（平成20）年2月21日第7刷"
000082,"岡本 綺堂",050705,"明治演劇年表",新字新仮名,"","川山隆","仙酔ゑびす",公開,2011-05-11,"明治劇談　ランプの下にて","岩波文庫、岩波書店","2008（平成20）年2月15日第3刷","1993（平成5）年9月16日第1刷"
000082,"岡本 綺堂",049526,"明治劇談　ランプの下にて",新字新仮名,"","川山隆","仙酔ゑびす",公開,2011-04-13,"明治劇談　ランプの下にて","岩波文庫、岩波書店","2008（平成20）年2月15日第3刷","1993（平成5）年9月16日第1刷"
000082,"岡本 綺堂",048020,"明治時代の湯屋",新字新仮名,"","川山隆","noriko saito",公開,2008-05-28,"文藝別冊［総特集］岡本綺堂","河出書房新社","2004（平成16）年1月30日","2004（平成16）年1月30日"
000082,"岡本 綺堂",049525,"目黒の寺",新字新仮名,"","川山隆","noriko saito",公開,2008-12-22,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",056511,"餅を買う女",新字新仮名,"","江村秀之","川山隆",公開,2014-02-20,"綺堂随筆　江戸の思い出","河出文庫、河出書房新社","2002（平成14）年10月20日初版","2002（平成14）年10月20日初版"
000082,"岡本 綺堂",049524,"薬前薬後",新字新仮名,"","川山隆","noriko saito",公開,2008-12-29,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",045492,"雪女",新字新仮名,"","小林繁雄、門田裕志","松永正敏",公開,2006-12-06,"鷲","光文社文庫、光文社","1990（平成2）年8月20日初版1刷","1990（平成2）年8月20日初版1刷"
000082,"岡本 綺堂",049523,"雪の一日",新字新仮名,"","川山隆","noriko saito",公開,2008-12-22,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",000484,"ゆず湯",新字新仮名,"","『鳩よ！』編集部","富田倫生、『鳩よ！』編集部",公開,2000-02-16,"岡本綺堂読物選集3　巷談編","青蛙房","",""
000082,"岡本 綺堂",043547,"指輪一つ",新字新仮名,"","網迫、土屋隆","小林繁雄、門田裕志",公開,2005-08-13,"異妖の怪談集　岡本綺堂伝奇小説集　其ノ二","原書房","1999（平成11）年7月2日第1刷","1999（平成11）年7月2日第1刷"
000082,"岡本 綺堂",045493,"夢のお七",新字新仮名,"","小林繁雄、門田裕志","松永正敏",公開,2006-07-04,"鎧櫃の血","光文社文庫、光文社","1988（昭和63）年5月30日2刷","1988（昭和63）年5月20日初版1刷"
000082,"岡本 綺堂",049522,"妖怪漫談",新字新仮名,"","川山隆","noriko saito",公開,2008-12-26,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",043578,"妖婆",新字新仮名,"","網迫、土屋隆","小林繁雄、門田裕志",公開,2005-08-18,"異妖の怪談集　岡本綺堂伝奇小説集　其ノ二","原書房","1999（平成11）年7月2日第1刷","1999（平成11）年7月2日第1刷"
000082,"岡本 綺堂",042351,"寄席と芝居と",新字新仮名,"","門田裕志","小林繁雄",公開,2004-06-09,"綺堂芝居ばなし","旺文社文庫、旺文社","1979（昭和54）年1月20日初版","1979（昭和54）年1月20日初版"
000082,"岡本 綺堂",056512,"四谷怪談異説",新字新仮名,"","江村秀之","川山隆",公開,2014-02-20,"綺堂随筆　江戸の思い出","河出文庫、河出書房新社","2002（平成14）年10月20日初版","2002（平成14）年10月20日初版"
000082,"岡本 綺堂",043091,"ランス紀行",新字新仮名,"","門田裕志","小林繁雄",公開,2006-08-09,"世界紀行文学全集　第一巻　フランス編Ⅰ","修道社","1959（昭和34）年9月20日","1959（昭和34）年9月20日"
000082,"岡本 綺堂",043548,"離魂病",新字新仮名,"","網迫、土屋隆","小林繁雄、門田裕志",公開,2005-08-13,"異妖の怪談集　岡本綺堂伝奇小説集　其ノ二","原書房","1999（平成11）年7月2日第1刷","1999（平成11）年7月2日第1刷"
000082,"岡本 綺堂",000478,"両国の秋",新字新仮名,"","tatsuki","かとうかおり",公開,2000-06-16,"江戸情話集","光文社時代小説文庫、光文社","1993（平成5）年12月20日初版1刷",""
000082,"岡本 綺堂",043092,"倫敦の一夜",新字新仮名,"","門田裕志","小林繁雄",公開,2006-08-09,"世界紀行文学全集　第三巻　イギリス編","修道社","1959（昭和34）年7月20日","1959（昭和34）年7月20日"
000082,"岡本 綺堂",049521,"我家の園芸",新字新仮名,"","川山隆","noriko saito",公開,2008-12-26,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
000082,"岡本 綺堂",045494,"鷲",新字新仮名,"","小林繁雄、門田裕志","松永正敏",公開,2006-12-06,"鷲","光文社文庫、光文社","1990（平成2）年8月20日初版1刷","1990（平成2）年8月20日初版1刷"
000082,"岡本 綺堂",049520,"私の机",新字新仮名,"","川山隆","noriko saito",公開,2008-12-18,"岡本綺堂随筆集","岩波文庫、岩波書店","2008（平成20）年5月23日第4刷","2008（平成20）年5月23日第4刷"
001379,"小川 登喜男",049592,"一ノ倉沢正面の登攀",新字新仮名,"","川山隆","門田裕志",公開,2009-08-04,"山の旅　大正・昭和篇","岩波文庫、岩波書店","2007（平成19）年8月6日第5刷","2007（平成19）年8月6日第5刷"
001475,"小川 未明",051772,"愛に就ての問題",新字新仮名,"","Nana ohbe","仙酔ゑびす",公開,2012-01-14,"芸術は生動す","国文社","1982（昭和57）年3月30日初版第1刷","1982（昭和57）年3月30日初版第1刷"
001475,"小川 未明",052533,"青い石とメダル",新字新仮名,"","特定非営利活動法人はるかぜ","藤井南",公開,2016-01-06,"定本小川未明童話全集　8","講談社","1982（昭和57）年9月10日第6刷","1982（昭和52）年9月10日第6刷"
